,0,1,2,3,4,5,6,7,8,9
0,44.98108525182198,7.9060618887538805,23.747941624876006,2.257722256224377,4.158951732903102,0.3430262045804664,8.973598022902443,2.2835911042887576,48.636570744083215,2.0899049619410843
1,46.51419374774844,6.809541745679587,23.890092178293028,1.436538976695167,4.03096018022438,0.26476729695124096,8.355011952793785,2.536060380420122,49.29142054864969,2.9983842392438733
2,47.32130539748374,4.820844130254374,23.254328592604082,2.018309879202967,3.827604465660475,0.17050470274361829,11.837841089382731,2.7158794835624036,51.23202008070349,1.9881571519376056
3,45.97269561545526,8.3550065846205,23.816790962819702,2.993836494153422,4.003085051558178,0.2467816622475576,12.843745497357435,2.1944428754981535,48.99620783514255,1.6922565734507293
4,46.95583538283284,8.659084078408238,23.635855533255857,1.3041489563064546,3.915825502473952,0.3376659555291277,8.114763018977765,2.452185668452658,51.00628126594282,2.325378732485356
5,45.685669465102556,6.41593284884042,23.32078360214669,2.4026551937356393,3.851340051975839,0.15168137728244516,12.499001373176707,2.8380184192698157,50.45673372693215,2.7739788198586695
6,46.083180243829375,4.4103082385007335,23.36768182171065,1.0165872546570636,4.093943255442196,0.2419567700042253,10.908853527777975,1.8612146530179539,48.262678425375526,1.6245794587053377
7,44.41827182708311,4.318544917792228,23.50295125309278,1.1224738824523774,4.071040625137422,0.31786241776697,12.66425518907401,2.006662602546858,49.846783403346606,2.8474439963283293
8,44.640169213897195,5.049857273438945,23.002275777321955,1.9124820027240022,4.0754828325478165,0.20365126551415957,9.971749213780154,2.3994202315031132,51.159408603009624,2.5161245949137268
9,47.38823510245183,5.384366440571878,23.53318656493074,2.481368769651565,3.8459964862935343,0.2740910396037062,11.597811380757394,2.223012403262939,50.70700646150125,2.1563648775638646
10,47.114720915236276,4.737640896550335,23.773250623285577,1.62813819183281,3.8874173843691273,0.2290083427146049,9.121856581084794,1.822260755826872,50.130654346831534,2.580940391484818
11,44.83001188276344,4.023838873287702,23.954544783214118,2.7573427841534506,4.193077744927585,0.1624171660780143,11.09508035917808,1.9307450065816494,50.8740573209721,2.2769482023178744
12,47.62602680861816,7.034574722701507,23.10292826632206,2.627470519635905,4.020634033079019,0.3067096117160236,12.056672509281832,2.1012420387486976,48.817169943186265,2.9240667276863817
13,47.74997751121918,8.002357101922723,23.410702508945477,1.8672587095167892,3.8715992568766655,0.2139611670714013,10.063406262457232,1.5230549252740364,49.64506929221587,2.4178132286077183
14,45.41487924152242,7.334414162635876,23.962012718058784,2.7949361469852767,4.178022028444826,0.18069253648560318,11.672966061298961,2.9595746139007044,48.78551621193847,1.9737364541642513
15,46.86626949063667,6.389275468327353,23.156495990710482,1.5475619551212956,4.048089485999003,0.32606801390327,10.358219436423477,1.584585753644424,51.79184462893683,2.1755223407514084
16,44.07915436648674,7.410628200373608,23.160758919175983,2.8756929696242297,4.143360695454286,0.23050787667201889,12.258947077601986,2.793722434095347,48.33176414928058,2.3699857135821585
17,44.51755296562461,8.912252142923613,23.71200823620843,2.099352857036384,3.898477109414819,0.1928447465795594,9.280509331533263,1.630891027674522,51.963747968464155,1.8693893293031476
18,45.197288391393606,8.527023371357966,23.294948006517693,1.1820009107629743,3.988717440121894,0.2994355343602796,8.504452314132642,2.6801099606407366,51.657160172019445,1.5970459001567716
19,47.98528718539387,5.442747380968294,23.655928718122706,2.599932204266896,4.120299541740188,0.21673866079532716,8.792751728514567,2.516764963613732,49.24161033608424,1.7753904580979427
20,46.37839351360752,6.673181296417539,23.85063174164807,2.335276454684075,3.9638145916293945,0.18813027932830337,9.610007767112831,1.7183241428681002,50.02418204587683,2.729464765180093
21,45.912575026763555,7.761828823649895,23.457030078293183,1.3431773381952483,3.9300528665617507,0.2785099656459984,11.345979352207486,2.0908388534196347,50.36910895141624,2.533233306505447
22,46.70619835014396,5.888723514649308,23.07349725328543,1.6634718326446793,3.9513817105453004,0.2572225038821067,9.528628347826583,1.7881403913241931,48.00731907861266,1.536660977932375
23,45.448580313139736,6.193093537648858,23.203310828207115,2.1572045262585986,3.8023870265007584,0.2902222810052652,10.45073529295685,2.6016250425282577,49.54045692354529,2.6741014609967184
24,44.277928670279465,5.672290880667409,23.563428570324646,1.728314920895563,4.114693388342254,0.3221825426788744,10.600436802610657,2.8884233370555847,51.48806179994914,1.8371710119354658
